timestamp,value,quality_flag
2022-01-01 00:00:00+00:00,0.563404,0
2022-01-01 01:00:00+00:00,0.60766,0
2022-01-01 02:00:00+00:00,0.542128,0
2022-01-01 03:00:00+00:00,0.485958,0
2022-01-01 04:00:00+00:00,0.457872,0
2022-01-01 05:00:00+00:00,0.457021,0
2022-01-01 06:00:00+00:00,0.484255,0
2022-01-01 07:00:00+00:00,0.494468,0
2022-01-01 08:00:00+00:00,0.445958,0
2022-01-01 09:00:00+00:00,0.531064,0
2022-01-01 10:00:00+00:00,0.563404,0
2022-01-01 11:00:00+00:00,0.60766,0
2022-01-01 12:00:00+00:00,0.542128,0
2022-01-01 13:00:00+00:00,0.485958,0
2022-01-01 14:00:00+00:00,0.457872,0
2022-01-01 15:00:00+00:00,0.457021,0
2022-01-01 16:00:00+00:00,0.484255,0
2022-01-01 17:00:00+00:00,0.494468,0
2022-01-01 18:00:00+00:00,0.445958,0
2022-01-01 19:00:00+00:00,0.531064,0
2022-01-01 20:00:00+00:00,0.506383,0
2022-01-01 21:00:00+00:00,0.559149,0
2022-01-01 22:00:00+00:00,0.325106,0
2022-01-01 23:00:00+00:00,0.537021,0
2022-01-02 00:00:00+00:00,0.514043,0
2022-01-02 01:00:00+00:00,0.467234,0
2022-01-02 02:00:00+00:00,0.699575,0
2022-01-02 03:00:00+00:00,0.739574,0
2022-01-02 04:00:00+00:00,0.738724,0
2022-01-02 05:00:00+00:00,0.787234,0
2022-01-02 06:00:00+00:00,0.737872,0
2022-01-02 07:00:00+00:00,0.689362,0
2022-01-02 08:00:00+00:00,0.603404,0
2022-01-02 09:00:00+00:00,0.579574,0
2022-01-02 10:00:00+00:00,0.518298,0
2022-01-02 11:00:00+00:00,0.473192,0
2022-01-02 12:00:00+00:00,0.445958,0
2022-01-02 13:00:00+00:00,0.42383,0
2022-01-02 14:00:00+00:00,0.414468,0
2022-01-02 15:00:00+00:00,0.41617,0
2022-01-02 16:00:00+00:00,0.448511,0
2022-01-02 17:00:00+00:00,0.475745,0
2022-01-02 18:00:00+00:00,0.480851,0
2022-01-02 19:00:00+00:00,0.427234,0
2022-01-02 20:00:00+00:00,0.60766,0
2022-01-02 21:00:00+00:00,0.614468,0
2022-01-02 22:00:00+00:00,0.659574,0
2022-01-02 23:00:00+00:00,0.579575,0
2022-01-03 00:00:00+00:00,0.485958,16386
2022-01-03 01:00:00+00:00,0.13617,16386
2022-01-03 02:00:00+00:00,0.297021,16386
2022-01-03 03:00:00+00:00,0.557447,16386
2022-01-03 04:00:00+00:00,0.734468,16386
2022-01-03 05:00:00+00:00,0.832341,16402
2022-01-03 06:00:00+00:00,0.791489,16402
2022-01-03 07:00:00+00:00,0.725958,16402
2022-01-03 08:00:00+00:00,0.674042,16402
2022-01-03 09:00:00+00:00,0.582979,16402
2022-01-03 10:00:00+00:00,0.508085,16402
2022-01-03 11:00:00+00:00,0.465532,16402
2022-01-03 12:00:00+00:00,0.433192,16402
2022-01-03 13:00:00+00:00,0.401702,16402
2022-01-03 14:00:00+00:00,0.417021,16402
2022-01-03 15:00:00+00:00,0.442553,16402
2022-01-03 16:00:00+00:00,0.462979,16402
2022-01-03 17:00:00+00:00,0.490213,16402
2022-01-03 18:00:00+00:00,0.488511,16386
2022-01-03 19:00:00+00:00,0.470638,16386
2022-01-03 20:00:00+00:00,0.565106,16386
2022-01-03 21:00:00+00:00,0.386383,16386
2022-01-03 22:00:00+00:00,-0.295319,16386
2022-01-03 23:00:00+00:00,0.193192,16386
2022-01-04 00:00:00+00:00,0.109787,16386
2022-01-04 01:00:00+00:00,0.092766,16386
2022-01-04 02:00:00+00:00,0.106383,16386
2022-01-04 03:00:00+00:00,0.522553,16386
2022-01-04 04:00:00+00:00,0.777873,16386
2022-01-04 05:00:00+00:00,0.860426,16402
2022-01-04 06:00:00+00:00,0.787234,16402
2022-01-04 07:00:00+00:00,0.75234,16402
2022-01-04 08:00:00+00:00,0.674043,16402
2022-01-04 09:00:00+00:00,0.58383,16402
2022-01-04 10:00:00+00:00,0.519149,16402
2022-01-04 11:00:00+00:00,0.475745,16402
2022-01-04 12:00:00+00:00,0.426383,16402
2022-01-04 13:00:00+00:00,0.410213,16402
2022-01-04 14:00:00+00:00,0.415319,16402
2022-01-04 15:00:00+00:00,0.445957,16402
2022-01-04 16:00:00+00:00,0.468085,16402
2022-01-04 17:00:00+00:00,0.49617,16402
2022-01-04 18:00:00+00:00,0.375319,16386
2022-01-04 19:00:00+00:00,0.0153193,16386
2022-01-04 20:00:00+00:00,0.52,16386
2022-01-04 21:00:00+00:00,0.137021,16386
2022-01-04 22:00:00+00:00,0.254468,16386
2022-01-04 23:00:00+00:00,0.148936,16386
2022-01-05 00:00:00+00:00,0.347234,16386
2022-01-05 01:00:00+00:00,0.278298,16386
2022-01-05 02:00:00+00:00,0.417872,16386
2022-01-05 03:00:00+00:00,0.657872,16386
2022-01-05 04:00:00+00:00,0.753191,16386
2022-01-05 05:00:00+00:00,0.828085,16402
2022-01-05 06:00:00+00:00,0.774468,16402
2022-01-05 07:00:00+00:00,0.742979,16402
2022-01-05 08:00:00+00:00,0.685957,16402
2022-01-05 09:00:00+00:00,0.595745,16402
2022-01-05 10:00:00+00:00,0.531064,16402
2022-01-05 11:00:00+00:00,0.47234,16402
2022-01-05 12:00:00+00:00,0.428085,16402
2022-01-05 13:00:00+00:00,0.414468,16402
2022-01-05 14:00:00+00:00,0.419574,16402
2022-01-05 15:00:00+00:00,0.448511,16402
2022-01-05 16:00:00+00:00,0.467234,16402
2022-01-05 17:00:00+00:00,0.497872,16402
2022-01-05 18:00:00+00:00,0.417021,16386
2022-01-05 19:00:00+00:00,0.11149,16386
2022-01-05 20:00:00+00:00,-0.126808,16386
2022-01-05 21:00:00+00:00,-0.249362,16386
2022-01-05 22:00:00+00:00,-0.341277,16386
2022-01-05 23:00:00+00:00,-0.33617,16386
2022-01-06 00:00:00+00:00,-0.325106,16386
2022-01-06 01:00:00+00:00,-0.154042,16386
2022-01-06 02:00:00+00:00,0.101277,16386
2022-01-06 03:00:00+00:00,0.491064,16386
2022-01-06 04:00:00+00:00,0.80766,16386
2022-01-06 05:00:00+00:00,0.830638,16402
2022-01-06 06:00:00+00:00,0.789787,16402
2022-01-06 07:00:00+00:00,0.731915,16402
2022-01-06 08:00:00+00:00,0.654468,16402
2022-01-06 09:00:00+00:00,0.541277,16402
2022-01-06 10:00:00+00:00,0.500426,16402
2022-01-06 11:00:00+00:00,0.451915,16402
2022-01-06 12:00:00+00:00,0.415319,16402
2022-01-06 13:00:00+00:00,0.400851,16402
2022-01-06 14:00:00+00:00,0.40766,16402
2022-01-06 15:00:00+00:00,0.425532,16402
2022-01-06 16:00:00+00:00,0.448511,16402
2022-01-06 17:00:00+00:00,0.469787,16402
2022-01-06 18:00:00+00:00,0.364255,16386
2022-01-06 19:00:00+00:00,0.0425533,16386
2022-01-06 20:00:00+00:00,-0.184681,16386
