timestamp,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0
2023-06-01 11:00:00+00:00,0.425532,0.431319,0.459575,0.464511,0.475405,0.478298,0.47983,0.481362,0.484766,0.500766,0.515745
2023-06-01 12:00:00+00:00,0.411064,0.413617,0.423319,0.435745,0.440511,0.442553,0.44766,0.450894,0.458042,0.468425,0.477447
2023-06-01 13:00:00+00:00,0.378724,0.397958,0.404085,0.412936,0.421447,0.428936,0.432341,0.438468,0.443064,0.448171,0.457021
2023-06-01 14:00:00+00:00,0.389787,0.401532,0.406979,0.419064,0.425362,0.428936,0.43234,0.436936,0.446298,0.461107,0.475745
2023-06-01 15:00:00+00:00,0.394043,0.415319,0.420937,0.431319,0.442553,0.45617,0.460426,0.464341,0.47234,0.489362,0.491915
2023-06-01 16:00:00+00:00,0.411915,0.441532,0.452936,0.458553,0.465872,0.475745,0.48,0.483234,0.492426,0.501617,0.518298
2023-06-01 17:00:00+00:00,0.271489,0.293787,0.323404,0.332255,0.342468,0.348085,0.355405,0.363064,0.382979,0.404085,0.46383
2023-06-01 18:00:00+00:00,-0.069787,0.0131065,0.024681,0.0428937,0.0599151,0.092766,0.0982129,0.108936,0.153021,0.199489,0.457021
2023-06-01 19:00:00+00:00,-0.271489,-0.253106,-0.229957,-0.204425,-0.163574,-0.148936,-0.0879997,-0.0481701,0.0185533,0.138553,0.411915
2023-06-01 20:00:00+00:00,-0.425532,-0.390468,-0.371404,-0.312,-0.237957,-0.199149,-0.169191,-0.126979,-0.0765956,0.0970213,0.17617
2023-06-01 21:00:00+00:00,-0.614468,-0.552,-0.51983,-0.48,-0.418553,-0.280851,-0.20817,-0.143149,-0.0605957,0.0258725,0.189787
2023-06-01 22:00:00+00:00,-0.662979,-0.603064,-0.548085,-0.401361,-0.382979,-0.28,-0.228766,-0.145702,-0.112511,0.120511,0.240851
2023-06-01 23:00:00+00:00,-0.679149,-0.625702,-0.542298,-0.475745,-0.331915,-0.309787,-0.203575,-0.0861276,-0.060085,0.0495321,0.394043
2023-06-02 00:00:00+00:00,-0.579574,-0.537702,-0.508085,-0.469617,-0.349447,-0.251915,-0.231489,-0.149447,-0.084085,0.0473191,0.347234
2023-06-02 01:00:00+00:00,-0.381276,-0.371404,-0.307915,-0.267234,-0.163234,-0.133617,-0.0194041,0.0600852,0.166298,0.344,0.483404
2023-06-02 02:00:00+00:00,-0.227234,-0.153532,-0.137532,-0.107574,-0.040851,0.0544682,0.0866385,0.243064,0.269106,0.335149,0.531915
2023-06-02 03:00:00+00:00,0.110638,0.172596,0.189617,0.229447,0.265192,0.325107,0.362893,0.373787,0.424681,0.459404,0.563404
2023-06-02 04:00:00+00:00,0.484255,0.508596,0.518468,0.525957,0.545192,0.559149,0.56783,0.57634,0.587064,0.605447,0.631489
2023-06-02 05:00:00+00:00,0.647659,0.664681,0.676085,0.682042,0.690553,0.706383,0.711319,0.713873,0.726979,0.750128,0.798298
2023-06-02 06:00:00+00:00,0.673192,0.692936,0.699234,0.705192,0.713532,0.737021,0.749447,0.761362,0.772085,0.788766,0.806809
2023-06-02 07:00:00+00:00,0.653617,0.659575,0.672341,0.681532,0.694638,0.706383,0.712,0.722383,0.751319,0.759149,0.772766
2023-06-02 08:00:00+00:00,0.594894,0.610043,0.617532,0.627064,0.638468,0.645958,0.649873,0.660426,0.675744,0.688511,0.702128
2023-06-02 09:00:00+00:00,0.52,0.547574,0.562383,0.569192,0.572255,0.577872,0.582298,0.588596,0.597447,0.611404,0.625532
2023-06-02 10:00:00+00:00,0.465532,0.490213,0.507234,0.516596,0.523404,0.531064,0.53617,0.540426,0.550638,0.557447,0.569362
2023-06-02 11:00:00+00:00,0.425532,0.431319,0.459575,0.464511,0.475405,0.478298,0.47983,0.481362,0.484766,0.500766,0.515745
2023-06-02 12:00:00+00:00,0.411064,0.413617,0.423319,0.435745,0.440511,0.442553,0.44766,0.450894,0.458042,0.468425,0.477447
2023-06-02 13:00:00+00:00,0.378724,0.397958,0.404085,0.412936,0.421447,0.428936,0.432341,0.438468,0.443064,0.448171,0.457021
2023-06-02 14:00:00+00:00,0.389787,0.401532,0.406979,0.419064,0.425362,0.428936,0.43234,0.436936,0.446298,0.461107,0.475745
2023-06-02 15:00:00+00:00,0.394043,0.415319,0.420937,0.431319,0.442553,0.45617,0.460426,0.464341,0.47234,0.489362,0.491915
2023-06-02 16:00:00+00:00,0.411915,0.441532,0.452936,0.458553,0.465872,0.475745,0.48,0.483234,0.492426,0.501617,0.518298
2023-06-02 17:00:00+00:00,0.271489,0.293787,0.323404,0.332255,0.342468,0.348085,0.355405,0.363064,0.382979,0.404085,0.46383
2023-06-02 18:00:00+00:00,-0.069787,0.0131065,0.024681,0.0428937,0.0599151,0.092766,0.0982129,0.108936,0.153021,0.199489,0.457021
