# observation_id: 8db7d9ce-f3b2-11ed-a4f1-42ea8684a302,,
# metadata: https://api.forecastarbiter.com/observations/8db7d9ce-f3b2-11ed-a4f1-42ea8684a302/metadata,,
timestamp,value,quality_flag
2022-01-01 08:00:00+00:00,0.678119,0
2022-01-01 09:00:00+00:00,0.661744,0
2022-01-01 10:00:00+00:00,0.667333,0
2022-01-01 11:00:00+00:00,0.6831,0
2022-01-01 12:00:00+00:00,0.717013,0
2022-01-01 13:00:00+00:00,0.747671,0
2022-01-01 14:00:00+00:00,0.787813,0
2022-01-01 15:00:00+00:00,0.829981,0
2022-01-01 16:00:00+00:00,0.840125,0
2022-01-01 17:00:00+00:00,0.852644,0
2022-01-01 18:00:00+00:00,0.792315,0
2022-01-01 19:00:00+00:00,0.753076,0
2022-01-01 20:00:00+00:00,0.717898,0
2022-01-01 21:00:00+00:00,0.610154,0
2022-01-01 22:00:00+00:00,0.648675,0
2022-01-01 23:00:00+00:00,0.734438,0
2022-01-02 00:00:00+00:00,0.783644,0
2022-01-02 01:00:00+00:00,0.822352,0
2022-01-02 02:00:00+00:00,0.81824,0
2022-01-02 03:00:00+00:00,0.819923,0
2022-01-02 04:00:00+00:00,0.78834,0
2022-01-02 05:00:00+00:00,0.741449,0
2022-01-02 06:00:00+00:00,0.706105,0
2022-01-02 07:00:00+00:00,0.672697,0
2022-01-02 08:00:00+00:00,0.645525,0
2022-01-02 09:00:00+00:00,0.609595,0
2022-01-02 10:00:00+00:00,0.616228,0
2022-01-02 11:00:00+00:00,0.616485,0
2022-01-02 12:00:00+00:00,0.635137,0
2022-01-02 13:00:00+00:00,0.669157,0
2022-01-02 14:00:00+00:00,0.703446,0
2022-01-02 15:00:00+00:00,0.733548,0
2022-01-02 16:00:00+00:00,0.76472,0
2022-01-02 17:00:00+00:00,0.778277,0
2022-01-02 18:00:00+00:00,0.772386,0
2022-01-02 19:00:00+00:00,0.717208,0
2022-01-02 20:00:00+00:00,0.690983,0
2022-01-02 21:00:00+00:00,0.71126,0
2022-01-02 22:00:00+00:00,0.730033,0
2022-01-02 23:00:00+00:00,0.731476,0
2022-01-03 00:00:00+00:00,0.749747,16386
2022-01-03 01:00:00+00:00,0.777337,16386
2022-01-03 02:00:00+00:00,0.756927,16402
2022-01-03 03:00:00+00:00,0.736766,16402
2022-01-03 04:00:00+00:00,0.705482,16402
2022-01-03 05:00:00+00:00,0.645611,16402
2022-01-03 06:00:00+00:00,0.583563,16402
2022-01-03 07:00:00+00:00,0.535251,16402
2022-01-03 08:00:00+00:00,0.483606,16402
2022-01-03 09:00:00+00:00,0.469177,16402
2022-01-03 10:00:00+00:00,0.475447,16402
2022-01-03 11:00:00+00:00,0.483918,16402
2022-01-03 12:00:00+00:00,0.500053,16402
2022-01-03 13:00:00+00:00,0.579068,16402
2022-01-03 14:00:00+00:00,0.665421,16402
2022-01-03 15:00:00+00:00,0.697394,16402
2022-01-03 16:00:00+00:00,0.696163,16402
2022-01-03 17:00:00+00:00,0.736765,16386
2022-01-03 18:00:00+00:00,0.753039,16386
2022-01-03 19:00:00+00:00,0.743226,16386
2022-01-03 20:00:00+00:00,0.743707,16386
2022-01-03 21:00:00+00:00,0.741851,16386
2022-01-03 22:00:00+00:00,0.735648,16386
2022-01-03 23:00:00+00:00,0.754791,16386
2022-01-04 00:00:00+00:00,0.790473,16386
2022-01-04 01:00:00+00:00,0.807057,16386
2022-01-04 02:00:00+00:00,0.813157,16402
2022-01-04 03:00:00+00:00,0.777721,16402
2022-01-04 04:00:00+00:00,0.7453,16402
2022-01-04 05:00:00+00:00,0.688859,16402
2022-01-04 06:00:00+00:00,0.599137,16402
2022-01-04 07:00:00+00:00,0.543845,16402
2022-01-04 08:00:00+00:00,0.542998,16402
2022-01-04 09:00:00+00:00,0.529808,16402
2022-01-04 10:00:00+00:00,0.521671,16402
2022-01-04 11:00:00+00:00,0.538219,16402
2022-01-04 12:00:00+00:00,0.56877,16402
2022-01-04 13:00:00+00:00,0.630391,16402
2022-01-04 14:00:00+00:00,0.712658,16402
2022-01-04 15:00:00+00:00,0.771641,16402
2022-01-04 16:00:00+00:00,0.743071,16402
2022-01-04 17:00:00+00:00,0.745971,16386
2022-01-04 18:00:00+00:00,0.705143,16386
2022-01-04 19:00:00+00:00,0.702894,16386
2022-01-04 20:00:00+00:00,0.707288,16386
2022-01-04 21:00:00+00:00,0.707478,16386
2022-01-04 22:00:00+00:00,0.69356,16386
2022-01-04 23:00:00+00:00,0.693616,16386
2022-01-05 00:00:00+00:00,0.723104,16386
2022-01-05 01:00:00+00:00,0.754064,16386
2022-01-05 02:00:00+00:00,0.762527,16402
2022-01-05 03:00:00+00:00,0.712902,16402
2022-01-05 04:00:00+00:00,0.670412,16402
2022-01-05 05:00:00+00:00,0.616307,16402
2022-01-05 06:00:00+00:00,0.54266,16402
2022-01-05 07:00:00+00:00,0.490843,16402
2022-01-05 08:00:00+00:00,0.469428,16402
2022-01-05 09:00:00+00:00,0.45598,16402
2022-01-05 10:00:00+00:00,0.452163,16402
2022-01-05 11:00:00+00:00,0.45324,16402
2022-01-05 12:00:00+00:00,0.489952,16402
2022-01-05 13:00:00+00:00,0.550964,16402
2022-01-05 14:00:00+00:00,0.604243,16402
2022-01-05 15:00:00+00:00,0.662719,16402
2022-01-05 16:00:00+00:00,0.667402,16402
2022-01-05 17:00:00+00:00,0.676474,16386
2022-01-05 18:00:00+00:00,0.678805,16386
2022-01-05 19:00:00+00:00,0.67252,16386
2022-01-05 20:00:00+00:00,0.683091,16386
2022-01-05 21:00:00+00:00,0.672398,16386
2022-01-05 22:00:00+00:00,0.670018,16386
2022-01-05 23:00:00+00:00,0.683193,16386
2022-01-06 00:00:00+00:00,0.713132,16386
2022-01-06 01:00:00+00:00,0.746645,16386
2022-01-06 02:00:00+00:00,0.744316,16402
2022-01-06 03:00:00+00:00,0.710316,16402
2022-01-06 04:00:00+00:00,0.681036,16402
2022-01-06 05:00:00+00:00,0.614449,16402
2022-01-06 06:00:00+00:00,0.549654,16402
2022-01-06 07:00:00+00:00,0.490123,16402
2022-01-06 08:00:00+00:00,0.448333,16402
