timestamp,p0,p10,p20,p30,p40,p50,p60,p70,p80,p90,p100
2023-06-25T05:00:00.000000Z,0.206897,0.224138,0.224138,0.241379,0.241379,0.258621,0.258621,0.275862,0.293103,0.310345,0.344828
2023-06-25T06:00:00.000000Z,0.189655,0.206897,0.206897,0.206897,0.224138,0.224138,0.224138,0.241379,0.258621,0.293103,0.327586
2023-06-25T07:00:00.000000Z,0.189655,0.189655,0.189655,0.189655,0.206897,0.224138,0.224138,0.241379,0.241379,0.275862,0.310345
2023-06-25T08:00:00.000000Z,0.172414,0.189655,0.189655,0.189655,0.206897,0.224138,0.224138,0.224138,0.224138,0.258621,0.293103
2023-06-25T09:00:00.000000Z,0.155172,0.155172,0.155172,0.155172,0.172414,0.189655,0.189655,0.206897,0.206897,0.224138,0.258621
2023-06-25T10:00:00.000000Z,0.172414,0.172414,0.189655,0.206897,0.224138,0.224138,0.224138,0.224138,0.224138,0.241379,0.258621
2023-06-25T11:00:00.000000Z,0.172414,0.172414,0.189655,0.189655,0.189655,0.206897,0.224138,0.241379,0.258621,0.275862,0.275862
2023-06-25T12:00:00.000000Z,0.241379,0.241379,0.241379,0.241379,0.258621,0.275862,0.293103,0.293103,0.293103,0.310345,0.327586
2023-06-25T13:00:00.000000Z,0.241379,0.258621,0.258621,0.258621,0.258621,0.258621,0.258621,0.275862,0.293103,0.2987066499999989,0.310345
2023-06-25T14:00:00.000000Z,0.189655,0.206897,0.206897,0.224138,0.224138,0.224138,0.241379,0.241379,0.258621,0.275862,0.275862
2023-06-25T15:00:00.000000Z,0.12069,0.137931,0.137931,0.155172,0.155172,0.172414,0.172414,0.189655,0.189655,0.206897,0.206897
2023-06-25T16:00:00.000000Z,0.0,0.0,0.0,0.0,0.051724,0.103448,0.12069,0.137931,0.155172,0.172414,0.189655
2023-06-25T17:00:00.000000Z,0.0,0.0,0.0,0.0,0.034483,0.068966,0.103448,0.12069,0.155172,0.189655,0.206897
2023-06-25T18:00:00.000000Z,0.017241,0.051724,0.068966,0.086207,0.103448,0.10635869884021769,0.137931,0.172414,0.189655,0.206897,0.206897
2023-06-25T19:00:00.000000Z,0.034483,0.051724,0.051724,0.068966,0.12069,0.172414,0.189655,0.189655,0.189655,0.206897,0.206897
2023-06-25T20:00:00.000000Z,0.0,0.017241,0.017241,0.034483,0.034483,0.051724,0.0825277354639057,0.103448,0.12069,0.1432459601456052,0.172414
2023-06-25T21:00:00.000000Z,0.0,0.0,0.0,0.034483,0.068966,0.08189675000000073,0.12069,0.155172,0.172414,0.189655,0.206897
2023-06-25T22:00:00.000000Z,0.12069,0.137931,0.137931,0.137931,0.172414,0.206897,0.241379,0.258621,0.258621,0.258621,0.275862
2023-06-25T23:00:00.000000Z,0.103448,0.103448,0.137931,0.155172,0.172414,0.172414,0.189655,0.224138,0.241379,0.2448273999999996,0.258621
2023-06-26T00:00:00.000000Z,0.206897,0.224138,0.224138,0.241379,0.258621,0.275862,0.293103,0.327586,0.37931,0.396552,0.431034
2023-06-26T01:00:00.000000Z,0.241379,0.258621,0.275862,0.310345,0.34068007249531446,0.344828,0.362069,0.37931,0.37931,0.413793,0.448276
2023-06-26T02:00:00.000000Z,0.258621,0.275862,0.293103,0.310345,0.344828,0.37931,0.396552,0.431034,0.448276,0.465517,0.465517
2023-06-26T03:00:00.000000Z,0.258621,0.258621,0.275862,0.310345,0.344828,0.362069,0.37931,0.413793,0.431034,0.431034,0.431034
2023-06-26T04:00:00.000000Z,0.224138,0.224138,0.241379,0.241379,0.258621,0.275862,0.310345,0.327586,0.362069,0.37931,0.396552
