timestamp,p0,p10,p20,p30,p40,p50,p60,p70,p80,p90,p100
2023-06-08T08:00:00.000000Z,0.29225328254479926,0.2990586023413058,0.307976107492609,0.32198805971968586,0.3287622279070992,0.3373200886768793,0.34590032199240317,0.3684972700695314,0.3839454207311809,0.412693090507368,0.481324
2023-06-08T09:00:00.000000Z,0.2729971162762773,0.2785992179371148,0.2860529389282157,0.29182812728774143,0.3002122076295678,0.3065248277089416,0.31962792099268467,0.32620666759261024,0.3429801272114956,0.3612638592678134,0.426618
2023-06-08T10:00:00.000000Z,0.2643430163014585,0.26844275,0.2740030634094264,0.2792766664563841,0.2901496246548528,0.29653308572465753,0.30497260000000004,0.31351796294705797,0.32702616707150245,0.35804436202378287,0.402095
2023-06-08T11:00:00.000000Z,0.268395,0.2729589711679513,0.27905946846811797,0.2848590416249211,0.29169119661478243,0.29966591113776303,0.307918405193171,0.32187293539152717,0.3374534461537068,0.35804436202378287,0.426963
2023-06-08T12:00:00.000000Z,0.2805657303187844,0.28872989000554034,0.29398827200057587,0.2999296886864965,0.308626756246619,0.31962238351934236,0.33167761623198344,0.3405104422758045,0.35751204756474275,0.3732551810266583,0.427601
2023-06-08T13:00:00.000000Z,0.30348022942709924,0.3114759352489492,0.31763654237928596,0.32208110212953006,0.3269646214784977,0.33512131611560847,0.34747824516066006,0.3655410886113653,0.37370237406731377,0.4050576444670595,0.458802
2023-06-08T14:00:00.000000Z,0.3209930725931297,0.32477568661617034,0.3303723106255718,0.33826825,0.34781263900257164,0.3576042830540127,0.3666004545512365,0.3728279871765315,0.40560838493603785,0.42805219842378117,0.475879
2023-06-08T15:00:00.000000Z,0.3292431386692254,0.33280668840805344,0.3383966,0.3529420958259602,0.3623546169101644,0.3682261449904141,0.37411175277364955,0.4042762406856925,0.41726077748097623,0.43747645612681585,0.475879
2023-06-08T16:00:00.000000Z,0.33072708900613884,0.3369805306235891,0.34261044888309883,0.35986328755263314,0.3657174082526297,0.37188242173703445,0.4000673848645176,0.4134445377888651,0.4185811424298095,0.4361907133981923,0.475879
2023-06-08T17:00:00.000000Z,0.3247649914834637,0.33071279790675273,0.3385339766665803,0.3553001698599811,0.3655577145332671,0.37049175,0.39426588153785913,0.401275193624062,0.4115638136138109,0.4241312,0.455253
2023-06-08T18:00:00.000000Z,0.3166534835614229,0.3194419585372775,0.33069850680736657,0.3360367135478428,0.3453065997160558,0.359658,0.366479045498255,0.39405946760123545,0.4001327709776365,0.4133129392015575,0.436155
2023-06-08T19:00:00.000000Z,0.29537399087970795,0.309662452030203,0.3135858471981148,0.31817829589988067,0.3313360699191543,0.34047085128635507,0.3549320345358527,0.36789570611582306,0.3846052072917527,0.4055675606084635,0.457482
2023-06-08T20:00:00.000000Z,0.279635,0.28591738349477314,0.2952110493817612,0.3096844809716832,0.31485086135372303,0.3310157716778898,0.34451126878192595,0.3663940811149985,0.3875134942502538,0.42980187623034094,0.503361
2023-06-08T21:00:00.000000Z,0.27901182262590696,0.28591738349477314,0.2907488500985458,0.30209116056902346,0.3181157509578176,0.326053826042737,0.34451126878192595,0.38236490965078135,0.4296480998906083,0.4682772661427627,0.552337
2023-06-08T22:00:00.000000Z,0.285879208474895,0.29540748910824266,0.30473951280946754,0.32326161057477265,0.34200448372884307,0.35808891606009313,0.38302352142779017,0.4187075086626007,0.46902054931153747,0.5285132752099052,0.621066
2023-06-08T23:00:00.000000Z,0.3124558611692855,0.3300182828375388,0.3445241155379889,0.36640098557210105,0.3831385033318625,0.41595574707683386,0.4404901887974841,0.4815064510966689,0.5285835504198103,0.5883873999996724,0.671749
2023-06-09T00:00:00.000000Z,0.3679518067217839,0.38144187584817535,0.4105724779320627,0.4302894835613913,0.44096692617207645,0.48019070809931325,0.5041464327874411,0.530983827081717,0.5888866422845043,0.6350901913487956,0.7254150000000001
2023-06-09T01:00:00.000000Z,0.42435935788951323,0.4368226506356263,0.4570569752940272,0.48038657104835536,0.505381681041179,0.5366871766372198,0.5436714124644291,0.5765136471035776,0.6096815773314405,0.6514457382652732,0.7753710000000003
2023-06-09T02:00:00.000000Z,0.4514395113172207,0.47214319328274923,0.4913640141615559,0.5167484249387374,0.5305556177173236,0.539321265959746,0.5685385652591406,0.5989100716016196,0.6178979446580924,0.7114992207290127,0.7753710000000003
2023-06-09T03:00:00.000000Z,0.4522037243597228,0.47214319328274923,0.49135414168838504,0.5223501165882843,0.5305556177173236,0.539321265959746,0.5513790611418891,0.5906647829872428,0.6339343834627392,0.7088898514382471,0.7753710000000003
2023-06-09T04:00:00.000000Z,0.4334368571939382,0.45016817559274697,0.459865566759247,0.48391889354730033,0.5019038977329408,0.5300080225881276,0.537925189848775,0.5639905098634465,0.6038787747500236,0.6512409536616292,0.774742
2023-06-09T05:00:00.000000Z,0.3950737312993186,0.4126495181167108,0.4205004705938324,0.44592114383134174,0.45651983063318924,0.4833334782847042,0.5006417160735573,0.5303798088586616,0.5484467943361074,0.6072643451604893,0.7298689999999999
2023-06-09T06:00:00.000000Z,0.36522772286617033,0.37923289620261236,0.38737538735251775,0.3924890729247368,0.4132308027631483,0.41927606385059957,0.4517419095826069,0.4698417414857007,0.4959129,0.5320424029326788,0.667906
2023-06-09T07:00:00.000000Z,0.32154900000000003,0.3308457652477999,0.33835062955699047,0.34634630594604743,0.36514411121701873,0.3800939220171568,0.38866892750275184,0.41413992366902486,0.4268671234736704,0.4602274342694923,0.57184
