DT,dwpt,prcp,pres,temp,rhum,wspd,wdir,Donalsonville
2022-01-01 05:00:00,19.9,0.8,1010.6,20.7,95.0,9.7,166.0,0.172414
2022-01-01 06:00:00,20.1,4.0,1011.0,20.8,96.0,7.6,161.0,0.172414
2022-01-01 07:00:00,20.1,2.8,1011.3,20.6,97.0,14.0,156.0,0.155172
2022-01-01 08:00:00,20.1,1.5,1011.8,20.6,97.0,9.7,176.0,0.155172
2022-01-01 09:00:00,20.1,0.6,1011.9,20.6,97.0,11.5,184.0,0.137931
2022-01-01 10:00:00,20.1,2.2,1011.5,20.9,95.0,8.6,161.0,0.137931
2022-01-01 11:00:00,20.3,0.2,1010.7,21.0,96.0,10.8,166.0,0.137931
2022-01-01 12:00:00,20.4,0.5,1010.3,21.1,96.0,11.2,161.0,0.137931
2022-01-01 13:00:00,20.1,1.0,1010.3,20.8,96.0,14.4,172.0,0.137931
2022-01-01 14:00:00,19.9,0.6,1010.4,20.6,96.0,10.8,183.0,0.103448
2022-01-01 15:00:00,20.1,0.3,1010.2,20.8,96.0,9.0,159.0,0.051724
2022-01-01 16:00:00,20.2,0.2,1010.5,21.2,94.0,10.8,171.0,-0.137931
2022-01-01 17:00:00,20.0,0.4,1011.3,20.8,95.0,10.4,155.0,-0.224138
2022-01-01 18:00:00,19.5,0.8,1011.9,20.5,94.0,12.6,148.0,-0.224138
2022-01-01 19:00:00,19.5,0.2,1012.3,21.9,86.0,14.8,148.0,-0.155172
2022-01-01 20:00:00,19.9,0.2,1012.6,22.7,84.0,15.8,134.0,-0.051724
2022-01-01 21:00:00,19.7,0.3,1012.5,22.9,82.0,19.1,147.0,-0.034483
2022-01-01 22:00:00,19.8,0.8,1012.1,22.4,85.0,18.0,151.0,0.12069
2022-01-01 23:00:00,19.9,0.5,1011.3,23.1,82.0,15.8,158.0,0.189655
2022-01-02 00:00:00,19.8,0.4,1009.9,22.8,83.0,20.2,148.0,0.206897
2022-01-02 01:00:00,20.0,0.2,1009.8,22.8,84.0,22.7,156.0,0.189655
2022-01-02 02:00:00,19.7,0.3,1009.8,21.1,92.0,13.7,128.0,0.189655
2022-01-02 03:00:00,19.5,0.2,1010.2,21.8,87.0,14.4,132.0,0.172414
2022-01-02 04:00:00,20.4,0.2,1010.6,21.9,91.0,12.2,138.0,0.172414
2022-01-02 05:00:00,20.6,0.2,1011.0,21.8,93.0,13.3,137.0,0.155172
2022-01-02 06:00:00,20.4,0.6,1012.0,21.6,93.0,10.8,133.0,0.155172
2022-01-02 07:00:00,20.4,0.5,1012.3,21.2,95.0,11.9,139.0,0.155172
2022-01-02 08:00:00,20.6,0.1,1012.4,21.4,95.0,13.7,130.0,0.155172
2022-01-02 09:00:00,20.0,0.2,1012.7,21.0,94.0,13.0,125.0,0.137931
2022-01-02 10:00:00,20.3,0.1,1012.0,21.0,96.0,11.2,127.0,0.137931
2022-01-02 11:00:00,20.2,0.2,1011.6,20.9,96.0,10.8,125.0,0.137931
2022-01-02 12:00:00,20.1,0.1,1011.5,20.6,97.0,14.0,142.0,0.137931
2022-01-02 13:00:00,19.6,0.2,1011.3,20.3,96.0,13.7,146.0,0.155172
2022-01-02 14:00:00,19.2,0.4,1011.3,19.9,96.0,13.7,133.0,0.12069
2022-01-02 15:00:00,19.3,0.2,1011.2,20.1,95.0,10.1,129.0,0.051724
2022-01-02 16:00:00,20.0,0.1,1011.1,20.7,96.0,9.0,137.0,0.068966
2022-01-02 17:00:00,20.2,0.4,1012.3,21.0,95.0,12.2,150.0,-0.051724
2022-01-02 18:00:00,20.0,1.4,1012.7,21.0,94.0,11.9,149.0,-0.034483
2022-01-02 19:00:00,20.6,0.2,1012.7,22.1,91.0,16.2,150.0,-0.017241
2022-01-02 20:00:00,20.5,0.2,1013.4,22.8,87.0,15.8,145.0,0.068966
2022-01-02 21:00:00,20.5,0.2,1013.2,23.2,85.0,14.4,152.0,0.12069
2022-01-02 22:00:00,19.9,0.7,1012.8,24.0,78.0,12.6,186.0,0.189655
2022-01-02 23:00:00,19.8,1.7,1012.1,22.1,87.0,9.4,154.0,0.172414
2022-01-03 00:00:00,19.6,0.8,1011.9,20.4,95.0,10.4,164.0,0.189655
2022-01-03 01:00:00,19.2,0.3,1011.3,20.2,94.0,11.2,141.0,0.189655
2022-01-03 02:00:00,19.5,0.5,1011.4,20.3,95.0,11.9,157.0,0.172414
2022-01-03 03:00:00,19.6,0.3,1011.7,20.8,93.0,14.0,154.0,0.172414
2022-01-03 04:00:00,19.6,0.3,1012.2,21.0,92.0,4.0,101.0,0.172414
2022-01-03 05:00:00,19.7,0.0,1012.6,20.5,95.0,4.7,119.0,0.155172
2022-01-03 06:00:00,19.6,0.0,1013.0,20.4,95.0,6.5,130.0,0.137931
2022-01-03 07:00:00,19.8,0.0,1013.1,20.8,94.0,6.8,103.0,0.12069
2022-01-03 08:00:00,19.5,0.0,1013.2,20.3,95.0,6.5,96.0,0.12069
2022-01-03 09:00:00,19.5,0.0,1013.3,20.3,95.0,6.8,110.0,0.12069
2022-01-03 10:00:00,19.8,0.0,1013.2,20.6,95.0,7.2,110.0,0.137931
2022-01-03 11:00:00,19.6,0.1,1013.0,20.3,96.0,8.3,129.0,0.172414
2022-01-03 12:00:00,19.7,0.2,1012.5,20.4,96.0,7.2,142.0,0.189655
2022-01-03 13:00:00,19.2,0.0,1012.7,19.9,96.0,6.5,82.0,0.396552
2022-01-03 14:00:00,19.4,1.4,1012.2,19.9,97.0,9.0,138.0,0.465517
2022-01-03 15:00:00,19.3,1.3,1011.9,19.8,97.0,4.7,93.0,0.482759
2022-01-03 16:00:00,19.4,0.2,1012.3,19.7,98.0,3.2,77.0,0.465517
2022-01-03 17:00:00,19.4,0.0,1013.1,19.9,97.0,3.6,102.0,0.431034
2022-01-03 18:00:00,20.2,0.5,1013.7,20.7,97.0,11.5,161.0,0.431034
2022-01-03 19:00:00,20.3,2.0,1014.2,21.1,95.0,13.0,164.0,0.37931
2022-01-03 20:00:00,20.2,1.3,1014.9,21.4,93.0,13.3,161.0,0.12069
2022-01-03 21:00:00,20.2,0.3,1014.3,22.3,88.0,15.1,157.0,0.137931
2022-01-03 22:00:00,19.7,0.2,1013.4,21.8,88.0,9.7,138.0,0.293103
2022-01-03 23:00:00,19.5,0.3,1012.5,23.4,79.0,10.8,174.0,0.551724
2022-01-04 00:00:00,20.4,0.8,1011.9,21.6,93.0,13.3,166.0,0.655172
2022-01-04 01:00:00,20.0,1.5,1011.5,21.0,94.0,11.5,136.0,0.396552
2022-01-04 02:00:00,20.0,0.6,1011.4,20.8,95.0,9.4,115.0,0.396552
2022-01-04 03:00:00,19.8,0.0,1011.6,21.3,91.0,7.6,114.0,0.37931
2022-01-04 04:00:00,20.1,0.0,1012.0,20.9,95.0,5.0,124.0,0.37931
2022-01-04 05:00:00,20.0,0.0,1012.6,20.7,96.0,6.1,115.0,0.37931
2022-01-04 06:00:00,20.1,0.0,1013.0,20.8,96.0,4.3,89.0,0.362069
2022-01-04 07:00:00,19.7,0.0,1014.0,20.4,96.0,5.4,99.0,0.362069
2022-01-04 08:00:00,19.6,0.0,1014.4,20.3,96.0,4.7,88.0,0.362069
2022-01-04 09:00:00,19.3,0.0,1014.2,20.0,96.0,5.0,91.0,0.344828
2022-01-04 10:00:00,19.4,0.0,1014.2,20.1,96.0,5.8,96.0,0.37931
2022-01-04 11:00:00,19.6,0.0,1013.6,20.4,95.0,5.4,112.0,0.396552
2022-01-04 12:00:00,19.4,0.1,1013.2,20.1,96.0,5.0,125.0,0.448276
2022-01-04 13:00:00,19.6,0.0,1012.6,20.3,96.0,5.4,117.0,0.689655
2022-01-04 14:00:00,19.7,0.0,1012.2,20.5,95.0,6.5,136.0,0.689655
2022-01-04 15:00:00,19.9,0.0,1012.6,20.7,95.0,7.2,142.0,0.551724
2022-01-04 16:00:00,19.6,0.1,1012.9,20.4,95.0,3.6,134.0,0.448276
2022-01-04 17:00:00,19.9,0.1,1013.4,20.6,96.0,4.7,144.0,0.465517
2022-01-04 18:00:00,20.1,0.0,1013.8,21.3,93.0,1.4,170.0,0.465517
2022-01-04 19:00:00,20.2,0.1,1014.5,22.5,87.0,7.9,201.0,0.344828
2022-01-04 20:00:00,20.4,0.2,1014.9,23.1,85.0,8.3,190.0,0.448276
2022-01-04 21:00:00,20.3,0.2,1014.4,24.0,80.0,11.2,205.0,0.310345
2022-01-04 22:00:00,20.1,0.3,1013.6,24.6,76.0,13.3,205.0,0.344828
2022-01-04 23:00:00,20.0,0.6,1012.9,24.7,75.0,14.4,208.0,0.517241
2022-01-05 00:00:00,20.1,0.2,1012.1,24.6,76.0,14.8,211.0,0.603448
2022-01-05 01:00:00,20.0,0.1,1012.3,23.9,79.0,13.7,209.0,0.362069
2022-01-05 02:00:00,19.2,0.2,1012.7,23.9,75.0,14.8,212.0,0.344828
2022-01-05 03:00:00,19.2,0.2,1013.4,22.4,82.0,12.6,215.0,0.344828
2022-01-05 04:00:00,19.9,0.5,1014.0,21.4,91.0,1.4,240.0,0.327586
2022-01-05 05:00:00,20.1,0.1,1014.5,21.1,94.0,1.1,227.0,0.310345
2022-01-05 06:00:00,19.9,0.0,1015.0,21.3,92.0,5.4,252.0,0.293103
2022-01-05 07:00:00,19.9,0.1,1015.6,21.3,92.0,5.8,243.0,0.275862
2022-01-05 08:00:00,19.8,0.1,1015.7,21.2,92.0,6.1,237.0,0.275862
2022-01-05 09:00:00,19.6,0.0,1015.8,21.1,91.0,6.1,242.0,0.258621
2022-01-05 10:00:00,19.9,0.0,1015.6,20.9,94.0,5.4,259.0,0.241379
2022-01-05 11:00:00,19.8,0.0,1015.5,21.0,93.0,5.4,264.0,0.293103
2022-01-05 12:00:00,19.7,0.1,1015.2,20.9,93.0,6.1,277.0,0.344828
2022-01-05 13:00:00,19.7,0.0,1014.8,20.7,94.0,4.3,296.0,0.568966
2022-01-05 14:00:00,19.5,0.0,1014.7,20.3,95.0,4.7,294.0,0.534483
2022-01-05 15:00:00,19.5,0.1,1015.0,20.3,95.0,4.7,307.0,0.344828
2022-01-05 16:00:00,19.4,0.0,1015.4,20.1,96.0,4.7,314.0,0.189655
2022-01-05 17:00:00,19.1,0.0,1015.9,19.8,96.0,4.7,342.0,0.12069
2022-01-05 18:00:00,20.0,0.0,1016.6,21.0,94.0,4.0,5.0,0.103448
2022-01-05 19:00:00,20.0,0.0,1016.9,22.7,85.0,1.4,56.0,0.241379
2022-01-05 20:00:00,20.0,0.0,1017.2,24.3,77.0,2.2,174.0,0.293103
2022-01-05 21:00:00,19.9,0.0,1016.7,25.3,72.0,4.3,202.0,0.293103
2022-01-05 22:00:00,19.8,0.1,1016.3,25.7,70.0,5.4,230.0,0.396552
2022-01-05 23:00:00,19.7,0.3,1015.5,25.3,71.0,4.7,248.0,0.448276
2022-01-06 00:00:00,19.7,0.2,1014.8,25.3,71.0,6.1,271.0,0.5
2022-01-06 01:00:00,19.1,0.2,1014.7,25.2,69.0,4.7,348.0,0.241379
2022-01-06 02:00:00,18.6,0.1,1014.9,25.2,67.0,1.8,333.0,0.241379
2022-01-06 03:00:00,18.4,0.0,1015.2,25.0,67.0,2.2,303.0,0.241379
2022-01-06 04:00:00,19.6,0.0,1015.9,22.6,83.0,1.8,354.0,0.224138
2022-01-06 05:00:00,19.4,0.0,1016.4,21.7,87.0,4.7,20.0,0.224138
2022-01-06 06:00:00,19.5,0.0,1016.9,21.0,91.0,5.4,25.0,0.224138
2022-01-06 07:00:00,19.2,0.0,1017.4,20.4,93.0,6.1,20.0,0.206897
2022-01-06 08:00:00,19.1,0.0,1017.8,20.1,94.0,7.2,21.0,0.206897
2022-01-06 09:00:00,19.1,0.0,1017.8,20.3,93.0,6.1,26.0,0.206897
2022-01-06 10:00:00,19.4,0.0,1017.6,20.6,93.0,5.4,25.0,0.224138
2022-01-06 11:00:00,19.4,0.0,1017.1,20.4,94.0,5.0,34.0,0.258621
2022-01-06 12:00:00,19.3,0.0,1016.6,20.1,95.0,4.7,37.0,0.327586
2022-01-06 13:00:00,18.6,0.0,1016.0,18.8,99.0,4.0,22.0,0.534483
2022-01-06 14:00:00,18.4,0.0,1015.8,18.6,99.0,4.0,18.0,0.482759
2022-01-06 15:00:00,18.0,0.0,1015.9,18.3,98.0,5.0,17.0,0.310345
2022-01-06 16:00:00,18.0,0.0,1016.0,18.2,99.0,5.0,15.0,0.155172
2022-01-06 17:00:00,17.9,0.0,1016.2,18.1,99.0,4.7,17.0,0.12069
2022-01-06 18:00:00,18.5,0.0,1016.4,18.8,98.0,5.0,22.0,0.086207
2022-01-06 19:00:00,20.4,0.0,1016.7,21.6,93.0,4.3,32.0,0.310345
2022-01-06 20:00:00,19.4,0.0,1016.8,24.1,75.0,3.6,70.0,0.431034
2022-01-06 21:00:00,18.4,0.0,1016.3,25.7,64.0,2.9,110.0,0.465517
2022-01-06 22:00:00,18.3,0.1,1015.1,26.2,62.0,2.2,208.0,0.482759
2022-01-06 23:00:00,18.4,0.3,1014.2,26.3,62.0,6.1,236.0,0.465517
2022-01-07 00:00:00,18.8,0.3,1013.6,25.6,66.0,9.0,243.0,0.5
2022-01-07 01:00:00,19.1,0.4,1013.3,25.2,69.0,9.0,231.0,0.258621
2022-01-07 02:00:00,19.2,0.2,1013.3,24.6,72.0,7.9,220.0,0.224138
2022-01-07 03:00:00,19.2,0.1,1013.5,24.1,74.0,6.1,210.0,0.206897
2022-01-07 04:00:00,19.7,0.1,1014.1,23.1,81.0,3.6,198.0,0.189655
2022-01-07 05:00:00,19.7,0.0,1014.4,21.8,88.0,1.8,134.0,0.172414
2022-01-07 06:00:00,19.8,0.0,1014.9,21.0,93.0,2.9,101.0,0.172414
2022-01-07 07:00:00,19.6,0.0,1015.6,21.0,92.0,4.3,33.0,0.155172
2022-01-07 08:00:00,19.6,0.0,1015.9,20.6,94.0,4.7,24.0,0.172414
2022-01-07 09:00:00,19.6,0.0,1015.9,20.4,95.0,5.0,14.0,0.172414
2022-01-07 10:00:00,19.9,0.0,1015.6,20.6,96.0,4.3,11.0,0.189655
2022-01-07 11:00:00,19.7,0.0,1015.4,20.4,96.0,4.0,12.0,0.224138
2022-01-07 12:00:00,19.7,0.0,1015.0,20.2,97.0,3.2,22.0,0.310345
2022-01-07 13:00:00,19.2,0.0,1014.3,19.5,98.0,4.3,18.0,0.551724
2022-01-07 14:00:00,19.1,0.0,1014.0,19.4,98.0,4.0,18.0,0.517241
2022-01-07 15:00:00,18.6,0.0,1014.0,18.9,98.0,3.2,26.0,0.327586
2022-01-07 16:00:00,18.7,0.0,1014.1,18.9,99.0,5.4,14.0,0.189655
2022-01-07 17:00:00,18.6,0.0,1014.5,18.8,99.0,5.0,15.0,0.12069
2022-01-07 18:00:00,18.7,0.0,1015.0,19.2,97.0,6.5,14.0,0.086207
2022-01-07 19:00:00,20.1,0.0,1015.5,21.1,94.0,5.0,7.0,0.068966
2022-01-07 20:00:00,19.0,0.0,1015.8,24.1,73.0,5.0,334.0,0.068966
2022-01-07 21:00:00,18.3,0.0,1015.3,25.6,64.0,7.2,316.0,0.12069
2022-01-07 22:00:00,17.9,0.0,1014.1,26.3,60.0,6.5,295.0,0.258621
2022-01-07 23:00:00,18.3,0.0,1012.9,26.4,61.0,6.8,279.0,0.448276
2022-01-08 00:00:00,18.4,0.1,1012.2,26.0,63.0,7.6,295.0,0.517241
2022-01-08 01:00:00,17.6,0.0,1011.4,26.2,59.0,11.9,318.0,0.310345
2022-01-08 02:00:00,17.5,0.0,1011.6,25.6,61.0,9.4,325.0,0.275862
2022-01-08 03:00:00,17.5,0.0,1012.0,24.8,64.0,5.4,328.0,0.258621
2022-01-08 04:00:00,17.7,0.0,1012.7,23.3,71.0,2.9,332.0,0.275862
2022-01-08 05:00:00,18.2,0.0,1013.4,22.2,78.0,5.0,346.0,0.258621
2022-01-08 06:00:00,18.7,0.0,1014.0,20.9,87.0,6.5,350.0,0.241379
2022-01-08 07:00:00,19.1,0.0,1014.7,20.6,91.0,5.8,354.0,0.241379
2022-01-08 08:00:00,18.9,0.0,1015.0,20.1,93.0,5.0,354.0,0.258621
2022-01-08 09:00:00,18.8,0.0,1015.1,19.8,94.0,5.0,1.0,0.241379
2022-01-08 10:00:00,18.3,0.0,1014.8,19.0,96.0,6.1,0.0,0.258621
2022-01-08 11:00:00,18.2,0.0,1014.5,18.9,96.0,5.8,2.0,0.293103
2022-01-08 12:00:00,18.2,0.0,1014.0,18.9,96.0,5.8,6.0,0.310345
2022-01-08 13:00:00,18.1,0.0,1013.5,18.6,97.0,5.8,3.0,0.344828
2022-01-08 14:00:00,18.4,0.0,1013.3,18.9,97.0,5.4,359.0,0.275862
2022-01-08 15:00:00,18.7,0.0,1013.2,19.5,95.0,5.0,10.0,0.086207
2022-01-08 16:00:00,18.0,0.0,1013.4,18.7,96.0,5.4,21.0,-0.017241
2022-01-08 17:00:00,17.8,0.0,1013.9,18.5,96.0,5.0,29.0,-0.12069
2022-01-08 18:00:00,19.3,0.0,1014.5,20.5,93.0,4.0,22.0,-0.224138
2022-01-08 19:00:00,19.5,0.0,1014.8,22.3,84.0,4.3,351.0,-0.258621
2022-01-08 20:00:00,18.7,0.0,1015.0,24.3,71.0,7.2,327.0,-0.189655
2022-01-08 21:00:00,18.6,0.1,1014.7,24.7,69.0,7.6,323.0,0.034483
2022-01-08 22:00:00,18.6,0.1,1013.9,25.4,66.0,7.2,313.0,0.155172
2022-01-08 23:00:00,18.8,0.0,1013.0,25.6,66.0,7.9,309.0,0.189655
2022-01-09 00:00:00,18.8,0.1,1012.3,25.4,67.0,8.3,316.0,0.241379
2022-01-09 01:00:00,18.9,0.0,1011.9,25.5,67.0,7.6,326.0,0.241379
2022-01-09 02:00:00,18.9,0.0,1012.0,25.2,68.0,6.1,332.0,0.241379
2022-01-09 03:00:00,18.8,0.1,1012.4,24.4,71.0,4.7,353.0,0.224138
2022-01-09 04:00:00,19.0,0.1,1013.1,23.0,78.0,5.4,7.0,0.224138
2022-01-09 05:00:00,19.4,0.0,1013.6,22.0,85.0,4.0,29.0,0.224138
2022-01-09 06:00:00,19.7,0.0,1014.4,21.4,90.0,4.3,39.0,0.189655
2022-01-09 07:00:00,19.6,0.0,1014.9,21.0,92.0,4.0,25.0,0.189655
2022-01-09 08:00:00,19.5,0.0,1015.0,20.5,94.0,4.0,30.0,0.189655
2022-01-09 09:00:00,19.5,0.0,1014.7,20.3,95.0,3.6,39.0,0.189655
2022-01-09 10:00:00,19.4,0.0,1014.5,19.7,98.0,4.0,31.0,0.189655
2022-01-09 11:00:00,19.1,0.0,1014.0,19.4,98.0,4.0,30.0,0.189655
2022-01-09 12:00:00,18.6,0.0,1013.5,18.8,99.0,4.3,33.0,0.206897
2022-01-09 13:00:00,18.6,0.0,1013.1,18.8,99.0,5.0,28.0,0.206897
2022-01-09 14:00:00,18.4,0.0,1012.9,18.7,98.0,4.7,25.0,0.206897
2022-01-09 15:00:00,18.2,0.0,1013.0,18.5,98.0,4.0,30.0,0.189655
2022-01-09 16:00:00,18.1,0.0,1013.4,18.4,98.0,3.2,29.0,0.103448
2022-01-09 17:00:00,17.8,0.0,1014.0,18.3,97.0,3.2,31.0,-0.017241
2022-01-09 18:00:00,18.2,0.0,1014.6,18.9,96.0,4.0,38.0,-0.189655
2022-01-09 19:00:00,19.2,0.0,1015.2,20.9,90.0,2.5,59.0,-0.224138
2022-01-09 20:00:00,18.3,0.0,1015.5,23.2,74.0,4.0,169.0,-0.103448
2022-01-09 21:00:00,18.2,0.0,1015.4,24.3,69.0,6.1,197.0,0.068966
2022-01-09 22:00:00,17.3,0.0,1014.5,24.8,63.0,6.8,218.0,0.12069
2022-01-09 23:00:00,17.7,0.0,1013.5,25.5,62.0,9.0,216.0,0.189655
2022-01-10 00:00:00,18.2,0.0,1012.6,25.2,65.0,11.2,216.0,0.224138
2022-01-10 01:00:00,18.4,0.0,1012.4,24.7,68.0,11.5,216.0,0.224138
2022-01-10 02:00:00,18.4,0.0,1012.6,24.2,70.0,10.4,220.0,0.224138
2022-01-10 03:00:00,18.3,0.0,1012.9,23.6,72.0,8.6,225.0,0.224138
2022-01-10 04:00:00,18.4,0.0,1013.6,22.0,80.0,4.7,234.0,0.206897
2022-01-10 05:00:00,18.3,0.0,1014.1,21.3,83.0,5.8,234.0,0.189655
2022-01-10 06:00:00,18.4,0.0,1014.7,21.4,83.0,4.3,229.0,0.172414
2022-01-10 07:00:00,18.4,0.0,1015.3,21.8,81.0,2.5,189.0,0.155172
2022-01-10 08:00:00,18.4,0.0,1015.4,21.0,85.0,4.3,184.0,0.155172
2022-01-10 09:00:00,18.4,0.0,1015.4,21.0,85.0,6.1,202.0,0.137931
2022-01-10 10:00:00,18.1,0.0,1015.4,20.2,88.0,6.8,214.0,0.155172
2022-01-10 11:00:00,18.0,0.0,1015.0,20.4,86.0,6.8,220.0,0.189655
2022-01-10 12:00:00,18.2,0.0,1014.7,20.6,86.0,6.8,231.0,0.241379
2022-01-10 13:00:00,18.2,0.0,1014.5,20.6,86.0,6.5,241.0,0.448276
2022-01-10 14:00:00,18.2,0.0,1014.5,20.8,85.0,6.5,245.0,0.5
2022-01-10 15:00:00,18.3,0.0,1014.8,20.7,86.0,7.2,244.0,0.396552
2022-01-10 16:00:00,17.9,0.0,1015.1,19.8,89.0,6.8,238.0,0.155172
2022-01-10 17:00:00,18.1,0.0,1015.3,20.0,89.0,6.8,236.0,0.155172
2022-01-10 18:00:00,18.7,0.0,1015.9,22.1,81.0,8.3,227.0,0.172414
2022-01-10 19:00:00,18.3,0.0,1016.6,23.6,72.0,13.3,229.0,0.206897
2022-01-10 20:00:00,18.4,0.0,1016.9,24.7,68.0,13.0,225.0,0.12069
2022-01-10 21:00:00,18.2,0.0,1016.7,25.5,64.0,15.1,222.0,0.293103
2022-01-10 22:00:00,18.6,0.0,1016.5,25.9,64.0,16.6,224.0,0.344828
2022-01-10 23:00:00,18.5,0.0,1016.0,25.8,64.0,17.6,229.0,0.5
2022-01-11 00:00:00,18.4,0.0,1015.3,25.7,64.0,18.0,233.0,0.448276
2022-01-11 01:00:00,17.2,0.0,1014.8,25.3,61.0,17.3,239.0,0.327586
2022-01-11 02:00:00,17.5,0.0,1015.0,25.0,63.0,16.6,239.0,0.310345
2022-01-11 03:00:00,17.9,0.0,1015.6,24.7,66.0,15.1,240.0,0.310345
2022-01-11 04:00:00,18.8,0.0,1016.4,23.7,74.0,13.0,253.0,0.310345
2022-01-11 05:00:00,19.7,0.2,1017.5,22.3,85.0,10.4,271.0,0.293103
2022-01-11 06:00:00,19.8,0.0,1018.5,22.1,87.0,5.0,275.0,0.293103
2022-01-11 07:00:00,19.6,0.0,1019.0,21.0,92.0,5.4,279.0,0.293103
2022-01-11 08:00:00,19.5,0.0,1019.5,20.8,92.0,6.1,297.0,0.293103
2022-01-11 09:00:00,19.3,0.0,1019.7,20.8,91.0,6.5,304.0,0.275862
2022-01-11 10:00:00,18.5,0.0,1019.3,20.2,90.0,6.1,332.0,0.293103
2022-01-11 11:00:00,19.0,0.0,1019.2,20.5,91.0,6.8,3.0,0.327586
2022-01-11 12:00:00,19.1,0.0,1018.8,20.3,93.0,6.5,10.0,0.413793
2022-01-11 13:00:00,18.9,0.0,1018.2,19.7,95.0,5.8,10.0,0.637931
2022-01-11 14:00:00,18.8,0.0,1018.3,19.8,94.0,7.2,2.0,0.586207
2022-01-11 15:00:00,19.0,0.0,1018.5,20.2,93.0,8.6,6.0,0.362069
2022-01-11 16:00:00,18.5,0.0,1019.0,20.0,91.0,9.7,9.0,0.241379
2022-01-11 17:00:00,18.1,0.0,1019.6,19.8,90.0,10.8,9.0,0.12069
2022-01-11 18:00:00,17.7,0.0,1020.5,20.7,83.0,14.8,10.0,0.086207
2022-01-11 19:00:00,17.1,0.0,1020.6,22.4,72.0,15.1,21.0,-0.034483
2022-01-11 20:00:00,16.2,0.0,1020.8,23.9,62.0,14.4,26.0,-0.12069
2022-01-11 21:00:00,15.5,0.0,1020.7,24.9,56.0,13.7,28.0,-0.034483
2022-01-11 22:00:00,15.5,0.0,1020.0,25.5,54.0,13.7,28.0,0.068966
2022-01-11 23:00:00,15.4,0.0,1019.3,25.4,54.0,15.1,31.0,0.258621
2022-01-12 00:00:00,14.9,0.0,1018.2,25.2,53.0,16.6,34.0,0.327586
2022-01-12 01:00:00,15.0,0.0,1017.7,24.9,54.0,16.2,45.0,0.344828
2022-01-12 02:00:00,15.1,0.0,1017.8,24.1,57.0,16.9,50.0,0.362069
2022-01-12 03:00:00,15.1,0.0,1017.9,22.8,62.0,18.0,53.0,0.344828
2022-01-12 04:00:00,15.4,0.0,1018.7,21.8,67.0,16.6,50.0,0.310345
2022-01-12 05:00:00,15.5,0.0,1019.1,21.0,71.0,11.9,54.0,0.327586
2022-01-12 06:00:00,15.7,0.0,1019.8,20.5,74.0,9.7,57.0,0.310345
2022-01-12 07:00:00,15.8,0.0,1020.1,20.2,76.0,9.4,53.0,0.310345
2022-01-12 08:00:00,16.2,0.0,1020.3,20.0,79.0,8.6,57.0,0.310345
2022-01-12 09:00:00,16.6,0.0,1020.1,19.8,82.0,8.3,66.0,0.293103
2022-01-12 10:00:00,16.9,0.0,1019.8,19.7,84.0,7.6,74.0,0.310345
2022-01-12 11:00:00,17.0,0.0,1019.3,19.2,87.0,6.8,67.0,0.344828
2022-01-12 12:00:00,17.2,0.0,1018.8,19.2,88.0,7.2,59.0,0.431034
2022-01-12 13:00:00,17.4,0.0,1018.4,19.1,90.0,7.9,56.0,0.465517
2022-01-12 14:00:00,17.2,0.0,1018.3,18.9,90.0,7.2,55.0,0.413793
2022-01-12 15:00:00,17.4,0.0,1018.3,18.9,91.0,6.1,58.0,0.37931
2022-01-12 16:00:00,17.5,0.0,1018.9,18.8,92.0,5.4,29.0,0.206897
2022-01-12 17:00:00,17.9,0.0,1019.4,19.4,91.0,5.8,40.0,0.0
2022-01-12 18:00:00,18.6,0.0,1019.8,20.8,87.0,7.2,43.0,0.12069
2022-01-12 19:00:00,18.7,0.0,1020.2,23.2,76.0,9.4,68.0,0.103448
2022-01-12 20:00:00,18.4,0.0,1020.2,24.9,67.0,9.4,101.0,0.103448
2022-01-12 21:00:00,17.9,0.0,1019.7,26.0,61.0,10.4,138.0,0.224138
2022-01-12 22:00:00,17.2,0.0,1018.4,27.0,55.0,10.8,140.0,0.224138
2022-01-12 23:00:00,17.3,0.0,1017.6,27.4,54.0,8.6,173.0,0.275862
2022-01-13 00:00:00,17.8,0.0,1017.4,26.7,58.0,10.1,230.0,0.293103
2022-01-13 01:00:00,18.7,0.4,1017.6,25.3,67.0,10.1,270.0,0.310345
2022-01-13 02:00:00,18.0,0.1,1017.7,25.3,64.0,4.7,288.0,0.293103
2022-01-13 03:00:00,17.7,0.0,1017.8,25.2,63.0,0.7,194.0,0.293103
2022-01-13 04:00:00,18.5,0.0,1018.2,23.6,73.0,2.5,155.0,0.275862
2022-01-13 05:00:00,18.9,0.0,1018.6,21.7,84.0,4.3,107.0,0.258621
2022-01-13 06:00:00,19.1,0.0,1019.2,21.2,88.0,4.3,63.0,0.241379
2022-01-13 07:00:00,19.2,0.0,1019.2,20.9,90.0,6.1,60.0,0.241379
2022-01-13 08:00:00,19.1,0.0,1018.9,20.8,90.0,7.9,75.0,0.258621
2022-01-13 09:00:00,19.1,0.0,1018.6,20.6,91.0,6.8,70.0,0.241379
2022-01-13 10:00:00,19.2,0.0,1018.3,20.4,93.0,5.8,71.0,0.258621
2022-01-13 11:00:00,19.3,0.0,1017.9,20.1,95.0,5.4,76.0,0.293103
2022-01-13 12:00:00,19.4,0.0,1017.2,20.2,95.0,5.4,68.0,0.327586
