timestamp,p0,p10,p20,p30,p40,p50,p60,p70,p80,p90,p100
2023-06-06T00:00:00.000000Z,0.0,0.04999990000000018,0.12586229999999993,0.16724140000000018,0.189655,0.224138,0.241379,0.258621,0.28965480000000016,0.3258619,0.37931
2023-06-06T01:00:00.000000Z,0.206897,0.206897,0.2103452,0.224138,0.224138,0.224138,0.241379,0.27413790000000016,0.293103,0.3500003,0.413793
2023-06-06T02:00:00.000000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.04999990000000018,0.12586229999999993,0.16724140000000018,0.189655,0.224138
2023-06-06T03:00:00.000000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.04999990000000018,0.12586229999999993,0.16724140000000018,0.189655,0.224138
2023-06-06T04:00:00.000000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.034483,0.12069,0.155172,0.18448269999999975,0.206897
2023-06-06T05:00:00.000000Z,0.0,0.034483,0.12069,0.155172,0.18448269999999975,0.206897,0.224138,0.2482758,0.275862,0.310345,0.37931
2023-06-06T06:00:00.000000Z,0.189655,0.2086211000000002,0.241379,0.275862,0.310345,0.396552,0.396552,0.3982761000000002,0.40344840000000004,0.4086207,0.413793
2023-06-06T07:00:00.000000Z,0.172414,0.19655180000000025,0.224138,0.258621,0.293103,0.37931,0.3896552,0.396552,0.396552,0.40344840000000004,0.413793
2023-06-06T08:00:00.000000Z,0.37931,0.37931,0.37931,0.37931,0.37931,0.37931,0.3896552,0.396552,0.396552,0.40344840000000004,0.413793
2023-06-06T09:00:00.000000Z,0.362069,0.362069,0.362069,0.362069,0.362069,0.362069,0.3689654000000002,0.3844826,0.396552,0.3982761,0.413793
2023-06-06T10:00:00.000000Z,0.362069,0.362069,0.3637931,0.36896540000000005,0.3741376999999999,0.37931,0.3844826,0.3896552,0.3948278,0.396552,0.396552
2023-06-06T11:00:00.000000Z,0.155172,0.189655,0.206897,0.22931030000000005,0.2655173999999999,0.310345,0.327586,0.3500003,0.3655172,0.396552,0.413793
2023-06-06T12:00:00.000000Z,0.0,0.0,0.06379339999999994,0.11724159999999999,0.137931,0.155172,0.189655,0.206897,0.241379,0.275862,0.344828
2023-06-06T13:00:00.000000Z,0.362069,0.362069,0.3637931,0.36896540000000005,0.3741376999999999,0.37931,0.3844826,0.3896552,0.3948278,0.396552,0.396552
2023-06-06T14:00:00.000000Z,0.362069,0.3637931000000002,0.37413770000000013,0.3844826000000002,0.3948278,0.396552,0.40000020000000003,0.4120689,0.4241375999999999,0.4413789000000001,0.465517
2023-06-06T15:00:00.000000Z,0.275862,0.28793070000000015,0.293103,0.3120691,0.33275860000000007,0.362069,0.3689654000000002,0.3844826,0.396552,0.3982761,0.413793
2023-06-06T16:00:00.000000Z,0.103448,0.12069,0.14310329999999996,0.155172,0.172414,0.189655,0.189655,0.206897,0.206897,0.224138,0.224138
2023-06-06T17:00:00.000000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06T18:00:00.000000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06T19:00:00.000000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-06T20:00:00.000000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06379339999999994,0.11724159999999999,0.137931,0.155172
2023-06-06T21:00:00.000000Z,0.0,0.010344600000000105,0.08103469999999997,0.12069,0.155172,0.172414,0.189655,0.206897,0.224138,0.241379,0.258621
2023-06-06T22:00:00.000000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.103448,0.16034459999999995,0.206897,0.258621,0.344828
2023-06-06T23:00:00.000000Z,0.172414,0.189655,0.206897,0.224138,0.241379,0.258621,0.275862,0.275862,0.293103,0.31551730000000006,0.344828
