# observation_id: 65e35193-f3b2-11ed-bec8-42ea8684a302,,
# metadata: https://api.forecastarbiter.com/observations/65e35193-f3b2-11ed-bec8-42ea8684a302/metadata,,
timestamp,value,quality_flag
2022-05-30 16:00:00+00:00,0.578838,16386
2022-05-30 17:00:00+00:00,0.606616,16386
2022-05-30 18:00:00+00:00,0.659866,16386
2022-05-30 19:00:00+00:00,0.668857,16386
2022-05-30 20:00:00+00:00,0.724931,16386
2022-05-30 21:00:00+00:00,0.733518,16386
2022-05-30 22:00:00+00:00,0.795586,16386
2022-05-30 23:00:00+00:00,0.846992,16386
2022-05-31 00:00:00+00:00,0.849239,16386
2022-05-31 01:00:00+00:00,0.834198,16386
2022-05-31 02:00:00+00:00,0.802386,16386
2022-05-31 03:00:00+00:00,0.72787,16402
2022-05-31 04:00:00+00:00,0.646554,16402
2022-05-31 05:00:00+00:00,0.570367,16402
2022-05-31 06:00:00+00:00,0.582815,16402
2022-05-31 07:00:00+00:00,0.542992,16402
2022-05-31 08:00:00+00:00,0.518845,16402
2022-05-31 09:00:00+00:00,0.497176,16402
2022-05-31 10:00:00+00:00,0.470493,16402
2022-05-31 11:00:00+00:00,0.497464,16402
2022-05-31 12:00:00+00:00,0.523974,16402
2022-05-31 13:00:00+00:00,0.505071,16386
2022-05-31 14:00:00+00:00,0.516252,16386
2022-05-31 15:00:00+00:00,0.555901,16386
2022-05-31 16:00:00+00:00,0.56178,16386
2022-05-31 17:00:00+00:00,0.60967,16386
2022-05-31 18:00:00+00:00,0.644306,16386
2022-05-31 19:00:00+00:00,0.694963,16386
2022-05-31 20:00:00+00:00,0.733114,16386
2022-05-31 21:00:00+00:00,0.792704,16386
2022-05-31 22:00:00+00:00,0.826418,16386
2022-05-31 23:00:00+00:00,0.866759,16386
2022-06-01 00:00:00+00:00,0.852063,16386
2022-06-01 01:00:00+00:00,0.805037,16386
2022-06-01 02:00:00+00:00,0.793684,16386
2022-06-01 03:00:00+00:00,0.72787,16402
2022-06-01 04:00:00+00:00,0.662575,16402
2022-06-01 05:00:00+00:00,0.590883,16402
2022-06-01 06:00:00+00:00,0.509509,16402
2022-06-01 07:00:00+00:00,0.487782,16402
2022-06-01 08:00:00+00:00,0.465307,16402
2022-06-01 09:00:00+00:00,0.448479,16402
2022-06-01 10:00:00+00:00,0.498041,16402
2022-06-01 11:00:00+00:00,0.52432,16402
2022-06-01 12:00:00+00:00,0.526049,16402
2022-06-01 13:00:00+00:00,0.523744,16386
